;// 무기  , 아이템,ID의, 수정 ,,, 추가, 삭제, 발생시, 클라이언트,팀에,알려,주세요,적용안,할경우,,크래쉬,To ,클라이언트팀,CSWeaponID ,,,, 정의 코드의, 주석 참고 해, 작업해 주세요.
10008,#CSO2_ITEM_NAME_GSTAR_HEAD,#CSO2_ITEM_DESC_GSTAR_HEAD,head_gstar,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10009,#CSO2_ITEM_NAME_TWHAT,#CSO2_ITEM_DESC_TWHAT,head_twhat,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10010,#CSO2_ITEM_NAME_TWINDIAN,#CSO2_ITEM_DESC_TWINDIAN,head_twindian,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10011,#CSO2_ITEM_NAME_TWSATGAT,#CSO2_ITEM_DESC_TWSATGAT,head_twsatgat,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10012,#CSO2_ITEM_NAME_ANGELRING,#CSO2_ITEM_DESC_ANGELRING,head_angelring,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10013,#CSO2_ITEM_NAME_CHINA01,#CSO2_ITEM_DESC_CHINA01,head_china01,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10014,#CSO2_ITEM_NAME_HEADCRAB,#CSO2_ITEM_DESC_HEADCRAB,head_headcrab,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10015,#CSO2_ITEM_NAME_LVUP02,#CSO2_ITEM_DESC_LVUP02,head_lvup_02,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10016,#CSO2_ITEM_NAME_LVUP01,#CSO2_ITEM_DESC_LVUP01,head_lvup_01,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10017,#CSO2_ITEM_NAME_LVUP03,#CSO2_ITEM_DESC_LVUP03,head_lvup_03,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10018,#CSO2_ITEM_NAME_NEWYEARHEAD,#CSO2_ITEM_DESC_NEWYEARHEAD,head_newyear,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10019,#CSO2_ITEM_NAME_OBTHEAD,#CSO2_ITEM_DESC_OBTHEAD,head_obt,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10020,#CSO2_ITEM_NAME_PIGHEAD,#CSO2_ITEM_DESC_PIGHEAD,head_pighead,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10021,#CSO2_ITEM_NAME_RUDOLPH,#CSO2_ITEM_DESC_RUDOLPH,head_rudolph,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10022,#CSO2_ITEM_NAME_SNAKEYEAR,#CSO2_ITEM_DESC_SNAKEYEAR,head_snakeyear,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10023,#CSO2_ITEM_NAME_LVUP04,#CSO2_ITEM_DESC_LVUP04,head_lvup_04,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10024,#CSO2_ITEM_NAME_LVUP05,#CSO2_ITEM_DESC_LVUP05,head_lvup_05,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10025,#CSO2_ITEM_NAME_LVUP06,#CSO2_ITEM_DESC_LVUP06,head_lvup_06,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10026,#CSO2_ITEM_NAME_LVUP07,#CSO2_ITEM_DESC_LVUP07,head_lvup_07,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10027,#CSO2_ITEM_NAME_LVUP08,#CSO2_ITEM_DESC_LVUP08,head_lvup_08,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10028,#CSO2_ITEM_NAME_LVUP09,#CSO2_ITEM_DESC_LVUP09,head_lvup_09,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10029,#CSO2_ITEM_NAME_head_chuseok01,#CSO2_ITEM_DESC_head_chuseok01,head_chuseok01,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10030,#CSO2_ITEM_NAME_head_millet01,#CSO2_ITEM_DESC_head_millet01,head_millet01,default,item,class,head,6,0,0,0,0,0,0,0,0,0,none,none,0,0,,,,0
10031,#CSO2_ITEM_NAME_head_sunung,#CSO2_ITEM_DESC_head_sunung,head_sunung,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10032,#CSO2_ITEM_NAME_head_stopit,#CSO2_ITEM_DESC_head_stopit,head_stopit,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10033,#CSO2_ITEM_NAME_head_foxhead,#CSO2_ITEM_DESC_head_foxhead,head_foxhead,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10034,#CSO2_ITEM_NAME_head_snl_kor,#CSO2_ITEM_DESC_head_snl_kor,head_snl_kor,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10035,#CSO2_ITEM_NAME_head_snl_jap,#CSO2_ITEM_DESC_head_snl_jap,head_snl_jap,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10036,#CSO2_ITEM_NAME_head_chieftain_helmat,#CSO2_ITEM_DESC_head_chieftain_helmat,head_chieftain_helmat,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10037,#CSO2_ITEM_NAME_head_horseyear,#CSO2_ITEM_DESC_head_horseyear,head_horseyear,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10038,#CSO2_ITEM_NAME_head_schoolhat,#CSO2_ITEM_DESC_head_schoolhat,head_schoolhat,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10039,#CSO2_ITEM_NAME_head_Taegeukgi,#CSO2_ITEM_DESC_head_Taegeukgi,head_Taegeukgi,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10040,#CSO2_ITEM_NAME_head_snl_mask,#CSO2_ITEM_DESC_head_snl_mask,head_snl_mask,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10041,#CSO2_ITEM_NAME_head_snl_qing,#CSO2_ITEM_DESC_head_snl_qing,head_snl_qing,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10042,#CSO2_ITEM_NAME_head_soccer,#CSO2_ITEM_DESC_head_soccer,head_soccer,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10043,#CSO2_ITEM_NAME_head_newbie,#CSO2_ITEM_DESC_head_newbie,head_newbie,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10044,#CSO2_ITEM_NAME_head_pumpkin,#CSO2_ITEM_DESC_head_pumpkin,head_pumpkin,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,Halloween.Attachment.Pumpkin,,,0
10045,#CSO2_ITEM_NAME_HEAD_gstar2014,#CSO2_ITEM_DESC_HEAD_gstar2014,head_gstar2014,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10046,#CSO2_ITEM_NAME_HEAD_1year,#CSO2_ITEM_DESC_HEAD_1year,head_1year,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10047,#CSO2_ITEM_NAME_HEAD_sunglasshat,#CSO2_ITEM_DESC_HEAD_sunglasshat,head_sunglasshat,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10048,#CSO2_ITEM_NAME_HEAD_boardhelemt,#CSO2_ITEM_DESC_HEAD_boardhelemt,head_boardhelemt,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10049,#CSO2_ITEM_NAME_HEAD_mask_01,#CSO2_ITEM_DESC_HEAD_mask_01,head_mask02,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10050,#CSO2_ITEM_NAME_HEAD_mask_02,#CSO2_ITEM_DESC_HEAD_mask_02,head_mask01,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10051,#CSO2_ITEM_NAME_HEAD_koalaani,#CSO2_ITEM_DESC_HEAD_koalaani,head_koalaani,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10052,#CSO2_ITEM_NAME_HEAD_2015sheep,#CSO2_ITEM_DESC_HEAD_2015sheep,head_2015sheep,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,2015.Attachment.BlueSheep,,,0
10053,#CSO2_ITEM_NAME_HEAD_cake,#CSO2_ITEM_DESC_HEAD_cake,head_cake,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10054,#CSO2_ITEM_NAME_HEAD_BASEBALL,#CSO2_ITEM_DESC_HEAD_BASEBALL,head_baseball,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10055,#CSO2_ITEM_NAME_HEAD_MAXHELMET,#CSO2_ITEM_DESC_HEAD_MAXHELMET,head_maxhelmet,default,item,class,head,6,0,3|36|37|44|45|46|48|57|53|65,0,0,0,5,0,0,0,none,headItem,3,5,,,Z_EXPUP(3) | Z_POINTUP(5),0
10056,#CSO2_ITEM_NAME_HEAD_POLICECAP,#CSO2_ITEM_DESC_HEAD_POLICECAP,head_policecap,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10057,#CSO2_ITEM_NAME_HEAD_BENNY,#CSO2_ITEM_DESC_HEAD_BENNY,head_benny,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10058,#CSO2_ITEM_NAME_HEAD_vipfedora,#CSO2_ITEM_DESC_HEAD_vipfedora,head_vipfedora,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10059,#CSO2_ITEM_NAME_HEAD_diyhelmet,#CSO2_ITEM_DESC_HEAD_diyhelmet,head_diyhelmet,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10060,#CSO2_ITEM_NAME_HEAD_chnact,#CSO2_ITEM_DESC_HEAD_chnact,head_chnact,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10061,#CSO2_ITEM_NAME_HEAD_gstar2015,#CSO2_ITEM_DESC_HEAD_gstar2015,head_gstar2015,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10062,#CSO2_ITEM_NAME_head_witchhat,#CSO2_ITEM_DESC_head_witchhat,head_witchhat,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10063,#CSO2_ITEM_NAME_head_spartan,#CSO2_ITEM_DESC_head_spartan,head_spartan,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10064,#CSO2_ITEM_NAME_head_realchicken,#CSO2_ITEM_DESC_head_head_realchicken,head_realchicken,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10065,#CSO2_ITEM_NAME_head_horsestatue,#CSO2_ITEM_DESC_head_horsestatue,head_horsestatue,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10066,#CSO2_ITEM_NAME_head_2016monkey,#CSO2_ITEM_DESC_head_2016monkey,head_2016monkey,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,6,6,2016.Attachment.RedMonkey,,POINTUP(6) | EXPUP(6),0
10067,#CSO2_ITEM_NAME_head_support2nd,#CSO2_ITEM_DESC_head_support2nd,head_support2nd,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10068,#CSO2_ITEM_NAME_head_zchelmet,#CSO2_ITEM_DESC_head_zchelmet,head_zchelmet,default,item,class,head,6,0,3|36|37|44|45|46|48|57|53|65,0,0,0,5,0,0,0,none,headItem,3,5,,,Z_EXPUP(3) | Z_POINTUP(5),0
10069,#CSO2_ITEM_NAME_head_frog,#CSO2_ITEM_DESC_head_frog,head_frog,default,item,class,head,6,0,3|37|36|48|7|50|40|41|43|8|38|47|51,0,0,0,5,0,0,0,none,headItem,4,4,,,,0
10070,#CSO2_ITEM_NAME_head_2016spring,#CSO2_ITEM_DESC_head_2016spring,head_2016spring,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10071,#CSO2_ITEM_NAME_head_head_chn1year,#CSO2_ITEM_DESC_head_head_chn1year,head_chn1year,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10072,#CSO2_ITEM_NAME_head_head_rokahat,#CSO2_ITEM_DESC_head_head_rokahat,head_rokahat,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,LIFE_ITEM_REWARD,0
10073,#CSO2_ITEM_NAME_head_panda,#CSO2_ITEM_DESC_head_panda,head_panda,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10074,#CSO2_ITEM_NAME_head_nursehat,#CSO2_ITEM_DESC_head_nursehat,head_nursehat,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10075,#CSO2_ITEM_NAME_head_hidecam,#CSO2_ITEM_DESC_head_hidecam,head_hidecam ,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,3,3,,,POINTUP(3) | EXPUP(3),0
10076,#CSO2_ITEM_NAME_head_stophackkr,#CSO2_ITEM_DESC_head_stophackkr,head_stophackkr,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10077,#CSO2_ITEM_NAME_head_watermelon,#CSO2_ITEM_DESC_head_watermelon,head_watermelon,default,item,class,head,6,0,50,0,0,0,5,0,0,0,none,headItem,30,0,,,EXPUP(30),0
10078,#CSO2_ITEM_NAME_head_bicorne,#CSO2_ITEM_DESC_head_bicorne,head_bicorne,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,,0
10079,#CSO2_ITEM_NAME_head_magpie,#CSO2_ITEM_DESC_head_magpie,head_magpie,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,,0
10080,#CSO2_ITEM_NAME_head_tammy01,#CSO2_ITEM_DESC_head_tammy01,head_tammy01,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,GETBOX_WINCOUNT{ linkedItemId(1036) | daylimit(3) | conditioncnt(3) | rewardid(9504) },0
10081,#CSO2_ITEM_NAME_head_mari01,#CSO2_ITEM_DESC_head_mari01,head_mari01,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,GETBOX_WINCOUNT{ linkedItemId(1035) | daylimit(3) | conditioncnt(3) | rewardid(9501) },0
10082,#CSO2_ITEM_NAME_head_maxzombie,#CSO2_ITEM_DESC_head_maxzombie,head_maxzombie,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,ZZ_TRANSFORM_MAX_ZOMBIE,0
10083,#CSO2_ITEM_NAME_head_lightzombie,#CSO2_ITEM_DESC_head_lightzombie,head_lightzombie,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,ZZ_TRANSFORM_LIGHT_ZOMBIE,0
10084,#CSO2_ITEM_NAME_head_kwanwoo,#CSO2_ITEM_DESC_head_kwanwoo,head_kwanwoo,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,,0
10085,#CSO2_ITEM_NAME_head_zombie_gold,#CSO2_ITEM_DESC_head_zombie_gold,head_zombie_gold,default,item,class,head,6,0,3|36|37|44|45|46|48|57|53|65,0,0,0,5,0,0,0,none,headItem,15,10,,,Z_EXPUP(15) | Z_POINTUP(10),0
10086,#CSO2_ITEM_NAME_head_zombie_silver,#CSO2_ITEM_DESC_head_zombie_silver,head_zombie_silver,default,item,class,head,6,0,3|36|37|44|45|46|48|57|53|65,0,0,0,5,0,0,0,none,headItem,10,7,,,Z_EXPUP(10) | Z_POINTUP(7),0
10087,#CSO2_ITEM_NAME_head_miu,#CSO2_ITEM_DESC_head_miu,head_catband,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,GETBOX_WINCOUNT{ linkedItemId(1037) | daylimit(3) | conditioncnt(6) | rewardid(9507) },0
10088,#CSO2_ITEM_NAME_head_athena,#CSO2_ITEM_DESC_head_athena,head_athenamask,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,GETBOX_WINCOUNT{ linkedItemId(1038) | daylimit(3) | conditioncnt(6) | rewardid(9508) },0
10089,#CSO2_ITEM_NAME_head_zombie,#CSO2_ITEM_DESC_head_zombie,head_zombie,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,,0
10090,#CSO2_ITEM_NAME_head_cowboy,#CSO2_ITEM_DESC_head_cowboy,head_cowboy,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10091,#CSO2_ITEM_NAME_head_1111,#CSO2_ITEM_DESC_head_1111,head_1111,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10092,#CSO2_ITEM_NAME_head_1111_silver,#CSO2_ITEM_DESC_head_1111_silver,head_1111_silver,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10093,#CSO2_ITEM_NAME_head_1111_gold,#CSO2_ITEM_DESC_head_1111_gold,head_1111_gold,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10094,#CSO2_ITEM_NAME_head_gstar2016,#CSO2_ITEM_DESC_head_gstar2016,head_gstar2016,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10095,#CSO2_ITEM_NAME_HEAD_cake_gamania,#CSO2_ITEM_DESC_HEAD_cake_gamania,head_cake,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10096,#CSO2_ITEM_NAME_HEAD_mila03xmas,#CSO2_ITEM_DESC_HEAD_mila03xmas,head_mila03xmas,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,10,,,POINTUP(10),0
10097,#CSO2_ITEM_NAME_HEAD_lisa03xmas,#CSO2_ITEM_DESC_HEAD_lisa03xmas,head_lisa03xmas,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,10,0,,,EXPUP(10),0
10098,#CSO2_ITEM_NAME_HEAD_space,#CSO2_ITEM_DESC_HEAD_space,head_space,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10099,#CSO2_ITEM_NAME_HEAD_party,#CSO2_ITEM_DESC_HEAD_party,head_party,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10100,#CSO2_ITEM_NAME_head_2017chicken,#CSO2_ITEM_DESC_head_2017chicken,head_2017chicken,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,8,,,POINTUP(8),0
10101,#CSO2_ITEM_NAME_HEAD_choco,#CSO2_ITEM_DESC_HEAD_choco,head_choco,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
10102,#CSO2_ITEM_NAME_HEAD_KOR31,#CSO2_ITEM_DESC_HEAD_KOR31,head_KOR31,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,,0
10103,#CSO2_ITEM_NAME_head_fools01,#CSO2_ITEM_DESC_head_fools01,head_fools01,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,,0
10104,#CSO2_ITEM_NAME_head_bluephoenix ,#CSO2_ITEM_DESC_head_bluephoenix ,head_bluephoenix,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,,0
10105,#CSO2_ITEM_NAME_head_miner,#CSO2_ITEM_DESC_head_miner,head_miner,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,,0
10106,#CSO2_ITEM_NAME_head_key01,#CSO2_ITEM_DESC_head_key01,head_key01,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,,0
10107,#CSO2_ITEM_NAME_head_key18,#CSO2_ITEM_DESC_head_key18,head_key18,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,,0
10108,#CSO2_ITEM_NAME_head_key16gauss,#CSO2_ITEM_DESC_head_key16gauss,head_key16gauss,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,,0
10109,#CSO2_ITEM_NAME_head_key17xmas2016,#CSO2_ITEM_DESC_head_key17xmas2016,head_key17xmas2016,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,,0
10110,#CSO2_ITEM_NAME_head_key04amethyst2,#CSO2_ITEM_DESC_head_key04amethyst2,head_key04amethyst2,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,,0
10111,#CSO2_ITEM_NAME_head_key04watermelon,#CSO2_ITEM_DESC_head_key04watermelon,head_key04watermelon,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,,0
10112,#CSO2_ITEM_NAME_head_key171111,#CSO2_ITEM_DESC_head_key171111,head_key171111,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,,0
10113,#CSO2_ITEM_NAME_head_crow,#CSO2_ITEM_DESC_head_crow,head_crow,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,,0
10114,#CSO2_ITEM_NAME_head_arglass,#CSO2_ITEM_DESC_head_arglass,head_arglass,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,,0
10115,#CSO2_ITEM_NAME_head_phobos,#CSO2_ITEM_DESC_head_phobos,head_phobos,default,item,class,head,6,0,3|36|37|44|45|46|48|57|53|65,0,0,0,5,0,0,0,none,headItem,5,5,,,Z_EXPUP(5) | Z_POINTUP(5),0
10116,#CSO2_ITEM_NAME_head_galleriapc_jp,#CSO2_ITEM_DESC_head_galleriapc_jp,head_galleriapc_jp,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,,0
10117,#CSO2_ITEM_NAME_head_gtunepc_jp,#CSO2_ITEM_DESC_head_gtunepc_jp,head_gtunepc_jp,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,,0
10118,#CSO2_ITEM_NAME_head_giantvr,#CSO2_ITEM_DESC_head_giantvr,head_giantvr,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,3,3,,,POINTUP(3) | EXPUP(3),0
10119,#CSO2_ITEM_NAME_head_carrie01,#CSO2_ITEM_DESC_head_carrie01,head_carrie01,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,GETBOX_WINCOUNT{ linkedItemId(1051) | daylimit(3) | conditioncnt(3) | rewardid(9509) },0
10120,#CSO2_ITEM_NAME_head_viper01,#CSO2_ITEM_DESC_head_viper01,head_viper01,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,GETBOX_WINCOUNT{ linkedItemId(1052) | daylimit(3) | conditioncnt(3) | rewardid(9510) },0
10121,#CSO2_ITEM_NAME_head_maple,#CSO2_ITEM_DESC_head_maple,head_maple,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,,0
10122,#CSO2_ITEM_NAME_head_oberon,#CSO2_ITEM_DESC_head_oberon,head_oberon,default,item,class,head,6,0,3|36|37|44|45|46|48|57|53|65,0,0,0,5,0,0,0,none,headItem,5,5,,,Z_EXPUP(5) | Z_POINTUP(5),0
10123,#CSO2_ITEM_NAME_HEAD_cakekr4year,#CSO2_ITEM_DESC_HEAD_cakekr4year,head_cakekr4year,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,10,10,,,POINTUP(10) | EXPUP(10),0
10124,#CSO2_ITEM_NAME_head_choi02,#CSO2_ITEM_DESC_head_choi02,head_choi02,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,5,0,,,EXPUP(5),0
10125,#CSO2_ITEM_NAME_head_yuri02,#CSO2_ITEM_DESC_head_yuri02,head_yuri02,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,5,,,POINTUP(5),0
10126,#CSO2_ITEM_NAME_head_dione,#CSO2_ITEM_DESC_head_dione,head_dione,default,item,class,head,6,0,3|36|37|44|45|46|48|57|53|65,0,0,0,5,0,0,0,none,headItem,5,5,,,Z_EXPUP(5) | Z_POINTUP(5),0
10127,#CSO2_ITEM_NAME_head_key21,#CSO2_ITEM_DESC_head_key21,head_key21,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,,0
10128,#CSO2_ITEM_NAME_head_key22xmas2017,#CSO2_ITEM_DESC_head_key22xmas2017,head_key22xmas2017,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,0,,,,0
10129,#CSO2_ITEM_NAME_head_helga01xmas,#CSO2_ITEM_DESC_head_helga01xmas,head_helga01xmas,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,10,,,POINTUP(10),0
10130,#CSO2_ITEM_NAME_head_white01xmas,#CSO2_ITEM_DESC_head_white01xmas,head_white01xmas,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,10,0,,,EXPUP(10),0
10131,#CSO2_ITEM_NAME_head_2018dog,#CSO2_ITEM_DESC_head_2018dog,head_2018dog,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,8,,,POINTUP(8),0
10132,#CSO2_ITEM_NAME_head_englishman01,#CSO2_ITEM_DESC_head_englishman01,head_englishman01,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,9,0,,,EXPUP(9),0
10133,#CSO2_ITEM_NAME_head_englishman02,#CSO2_ITEM_DESC_head_englishman02,head_englishman02,default,item,class,head,6,0,0,0,0,0,5,0,0,0,none,headItem,0,9,,,POINTUP(9),0
20001,#CSO2_ITEM_NAME_LPG,#CSO2_ITEM_DESC_LPG,back_lpg,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
20002,#CSO2_ITEM_NAME_CBT_BACK,#CSO2_ITEM_DESC_CBT_BACK,back_bag01,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
20003,#CSO2_ITEM_NAME_DRUM,#CSO2_ITEM_DESC_DRUM,back_drum,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
20004,#CSO2_ITEM_NAME_KEY,#CSO2_ITEM_DESC_KEY,back_keyboard,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
20005,#CSO2_ITEM_NAME_WING,#CSO2_ITEM_DESC_WING,back_wing,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
20006,#CSO2_ITEM_NAME_XMAS01_BACK,#CSO2_ITEM_DESC_XMAS01_BACK,back_xmas01,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
20007,#CSO2_ITEM_NAME_GSTAR_BACK,#CSO2_ITEM_DESC_GSTAR_BACK,back_gstar,default,item,class,back,8,0,0,0,0,0,5,0,0,0,none,none,0,0,,,,0
